Title	Creator	Date	Source	Subject	Description	Digital Collection	Web Site	Contributing Institution	Rights	Type	Format	Media Type	Identifier	Language	SC County	Digitization Specifications	Date Digital	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Charleston - Fort Moultrie - Lighthouse Harbor	Cook, George LaGrange	1880 - 1895	Box 3; Temporary num. 49	Charleston (S.C.); Forts--South Carolina--Charleston	2 contact sheets, 1 print; 20 x 12.5; Lighthouse sitting amongst sand dunes. Brick wall behind it. Low hills in background.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29257	Still Image	image/jpeg	Images	scook048	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/183	183	212.jp2	/scook/image/212.jp2
Charleston - Business - Kohn, Furchgott, and Benedict, Dry Goods, 259 King St. Negative #2	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 8	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.)	1 contact sheet; 12.5 x 20; Left shade raised half way up; right shade lowered. Less is visible of #261.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29216	Still Image	image/jpeg	Images	scook008	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/184	184	267.jp2	/scook/image/267.jp2
Summerville - Residence - John Gadsden, Esq.	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 95	Summerville (S.C.)	1 contact sheet, 1 print; 20 x 12.5; White picket fence and many trees surrounding yard. Man driving horse and buggy.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29303	Still Image	image/jpeg	Images	scook094	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/185	185	195.jp2	/scook/image/195.jp2
Charleston - Miscellaneous - Horse-Drawn Fire Engine	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 85	Charleston (S.C.); Fire-departments--South Carolina--Charleston--Photographs	14 x 8.5; Fire engine drawn by two bay horses. Eight African-American firemen in uniform are riding on it.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29293	Still Image	image/jpeg	Images	scook084	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/186	186	275.jp2	/scook/image/275.jp2
Summerville? Residence and Street	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 101	Summerville (S.C.)	1 contact sheet, 2 prints; 20.5 x 12.5; Wide street with trees scattered in the middle. Picket fence on either side. Some trees are painted white from the ground to four to five feet up their trunks. All houses appear to be two-story clapboard house with two-story piazzas. Houses obscured by trees and fences.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29309	Still Image	image/jpeg	Images	scook100	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/187	187	218.jp2	/scook/image/218.jp2
Charleston - Business - Roper Hospital (center section) Queen and Mazyck Sts. Facing Queen St.	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 12	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.); Hospitals--South Carolina--Charleston	2 contact sheets, 1 print; 20.5 x 12.5; Center structure was probably framed by two square towers each four stories. The right one extends to the second floor and then is covered by wooden eaves. Wrought iron fence. Street lamp. Some wings were demolished in 1886 but main block survived.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29220	Still Image	image/jpeg	Images	scook012	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/188	188	208.jp2	/scook/image/208.jp2
Charleston - Church - St. Philip's Episcopal Church - Interior, 144-146 Church St.	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 35	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	2 contact sheets; 18 x 13; From ground level, facing altar, showing pews, balconies on either side, fluted columns with ornate capitals and rounded arches between columns. Church is rounded behind altar with stained glass windows and carved dome ceiling over altar.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29243	Still Image	image/jpeg	Images	scook034	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/189	189	175.jp2	/scook/image/175.jp2
Miscellaneous - Cemetery - Gravestone of Anna Barnwell Gibbes, 1828-1881	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 107	Charleston (S.C.); Cemeteries--South Carolina--Charleston	2 contact sheets, 1 print; 20 x 12.5; Headstone designed for husband and wife but he was still living. Shrubbery around plot beside pond with other graves on other side of the pond.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29315	Still Image	image/jpeg	Images	scook106	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/190	190	214.jp2	/scook/image/214.jp2
Miscellaneous - Industrial Area - Pioneer (Mine?)	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 113	Charleston (S.C.)	2 contact sheets; 25 x 20; Crane or drilling or digging equipment with a platform that says Pioneer. Platform has smokestack. Many laborers. Planks and wheelbarrows in foreground. To the left, railroad and train engine beside body of water.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29321	Still Image	image/jpeg	Images	scook112	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/191	191	239.jp2	/scook/image/239.jp2
Miscellaneous - Residence - Interior - parlor	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 137	Charleston (S.C.)	1 contact sheet, 1 print; 20 x 12.5; Drawing room or parlor. Cloth-covered table and sofa in foreground. Sideboard with silver, rocking chair, small corner table, and portraits. Picture distorted by light from the windows.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29345	Still Image	image/jpeg	Images	scook135	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/192	192	285.jp2	/scook/image/285.jp2
Charleston - Business - Roper Hospital (left section) Queen and Mazyck Sts. Facing Queen St.	Cook, George LaGrange	1880 - 1895	Box 2; Temporary num. 14	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.); Hospitals--South Carolina--Charleston	3 contact sheets, 1 print; 20.5 x 12.5; Four-story tower at corner on left. Four-story tower on left of center structure. Each piazza arch frames a door or window.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29222	Still Image	image/jpeg	Images	scook014	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/193	193	273.jp2	/scook/image/273.jp2
Charleston - Miscellaneous - Lake - West End Lake, later Colonial Lake? 4 April 1889	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 87	Charleston (S.C.)	1 contact sheet, 2 prints; 20 x 12.5; Sidewalk on the left. Buildings in the background. Boats and people on the lake. Cracked emulsion.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29295	Still Image	image/jpeg	Images	scook086	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/194	194	234.jp2	/scook/image/234.jp2
Miscellaneous - Residence - country	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 134	Charleston (S.C.)	2 contact sheets; 12.5 x 10; Box-like main section of house with steeply pitched roof. Left wing barely visible. House sits on piles.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29342	Still Image	image/jpeg	Images	scook132	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/195	195	167.jp2	/scook/image/167.jp2
Charleston - Church - Mt. Zion AME Church Tower	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 32	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	4 contact sheets; 12.5 x 10; Taken from rooftop. Top of tower no longer exists. Poston believes exterior has been preserved in its original form. This photo clearly refutes that. Poston quotes Albert Simons, early twentieth century architectural historian, regarding inspiration for sarcophagus terminus. However, sarcophagus-like part was not originally the terminus.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29240	Still Image	image/jpeg	Images	scook031	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/196	196	196.jp2	/scook/image/196.jp2
Charleston - Church - St. Philip's Episcopal Church - Interior, 144-146 Church St.	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 36	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	3 contact sheets; 18 x 12.5; Same as #35, but better of stained glass.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29244	Still Image	image/jpeg	Images	scook035	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/197	197	205.jp2	/scook/image/205.jp2
Charleston - Earthquake damage - Business - Roper Hospital, back, right side	Cook, George LaGrange	1880 - 1895	Box 2; Temporary num. 40	Charleston (S.C.); Charleston Earthquake, S.C., 1888; Business enterprises--South Carolina--Charleston--Photographs; Hospitals--South Carolina--Charleston	1 contact sheet, 2 prints; 20 x 12.5; Cracks in building and broken windows. Taken from second floor.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29248	Still Image	image/jpeg	Images	scook039	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/198	198	229.jp2	/scook/image/229.jp2
Charleston? Residence	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 75	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	2 contact sheets; 16.5 x 10.5; Taken from garden and showing pentagonal shaped room on end with dormer windows. Garden has ornamental urn, shrubbery, and street lamp. Garden path edged with stone.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29283	Still Image	image/jpeg	Images	scook074	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/199	199	227.jp2	/scook/image/227.jp2
Charleston - Earthquake damage - Business - Roper Hospital, side view	Cook, George LaGrange	1880 - 1895	Box 2; Temporary num. 41	Charleston (S.C.); Charleston Earthquake, S.C., 1889; Business enterprises--South Carolina--Charleston--Photographs; Hospitals--South Carolina--Charleston	1 contact sheet, 1 print; 20 x 12.5; Cracks in building and broken windows. Taken from ground level.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29249	Still Image	image/jpeg	Images	scook040	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/200	200	158.jp2	/scook/image/158.jp2
Charleston - Earthquake damage - street scene	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 48	Charleston (S.C.); Charleston Earthquake, S.C., 1890	12.5 x 10; Demolished and severely damaged buildings. Taken from second or third floor.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29256	Still Image	image/jpeg	Images	scook047	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/201	201	211.jp2	/scook/image/211.jp2
Miscellaneous - Residence - town (same as #140)	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 141	Charleston (S.C.)	3 contact sheets; 10 x 12.5; Same as #140 except telephone pole in right foreground is visible. Photo marred by cracked emulsion.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29349	Still Image	image/jpeg	Images	scook139	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/202	202	190.jp2	/scook/image/190.jp2
Miscellaneous - Landscape - Farms in hilly area	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 117	Charleston (S.C.)	1 contact sheet; 12.5 x 10; Looking downhill at two farmhouses and hills opposite them.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29325	Still Image	image/jpeg	Images	scook116	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/203	203	232.jp2	/scook/image/232.jp2
Charleston - Residence - William Enston Home, 900 King St. between Congress and Romney Streets	Cook, George LaGrange	1880 - 1895	Box 3; Temporary num. 59	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs; William Enston Home, Charleston, S. C.	1 contact sheet, 1 print; 20.5 x 12.5; Row of 3 identical house and houses visible behind them.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29267	Still Image	image/jpeg	Images	scook058	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/204	204	233.jp2	/scook/image/233.jp2
Charleston - Church - Grace Episcopal Church - Pinnacled spire with scaffolding . Test negative, f -stop	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 26	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	2 contact sheets; 13 x 10; Test shots from rooftop.  Four different exposure times. 1 sec., 2 secs., 3 secs., and 4 secs., scratched on negative.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29234	Still Image	image/jpeg	Images	scook025	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/205	205	217.jp2	/scook/image/217.jp2
Charleston - Business - German Fusiliers Armory, 1775-1888, and Old Fire Station, 66 Wentworth St. (Also visible 64-70 Wentworth)	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 6	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.)	1 contact sheet, 3 prints; 20.5 x 12.5; Double-door entrance with rounded arch. Large windows on either side with double window in center of second floor with a window on each side. Has pediment. Above the first floor is carved German Fusiliers in the center. On the left is carved 1775 and on the right 1888. Labeled as Old Fire Station on the 1888 Sanborn map. #64 Wentworth is two-story brick dwelling with two-story piazza facing street. To left is #68-70, a three-story single house with basement and two-story piazza facing garden. #70 was residence of Jacob Livingston, undertaker. Photo taken from second floor.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29214	Still Image	image/jpeg	Images	scook006	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/206	206	253.jp2	/scook/image/253.jp2
Miscellaneous - Tree - Two rows of oaks	Cook, George LaGrange	1880 - 1895	Box 6; Temporary num. 146	Charleston (S.C.)	3 contact sheets, 1 print; 20.5 x 12.5; Two rows of oaks with path to left and man driving horse and buggy. Overhanging Spanish moss. More woods behind oaks.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29354	Still Image	image/jpeg	Images	scook144	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/207	207	270.jp2	/scook/image/270.jp2
Charleston - Business - City Hospital, 5-19 Lucas St. Corner of Lucas and Calhoun Sts.	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 5	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.); Hospitals--South Carolina--Charleston	1 contact sheet, 3 prints; 20.5 x 12.5; Slightly I-shaped building with numerous evenly spaced windows overlooking both streets. Main entrance apparently on second floor with dual staircase leading up to it. Labeled as new on the 1888 Sanborn map.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29213	Still Image	image/jpeg	Images	scook005	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/208	208	293.jp2	/scook/image/293.jp2
Charleston - Miscellaneous - South Battery	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 93	Charleston (S.C.)--Pictorial works	1 contact sheet, 1 print; 20 x 12.5; Taken from White Point Garden. Houses along South Battery obscured by trees. Horse and wagon in street. Park benches, street lamp.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29301	Still Image	image/jpeg	Images	scook092	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/209	209	188.jp2	/scook/image/188.jp2
Charleston - Church - Enston Home Chapel, 900 King St.	Cook, George LaGrange	1880 - 1895	Box 2; Temporary num. 20	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	2 contact sheets, 2 prints; 12.5 x 20; Same as #19. Lot has been recently cleared. Photo has cracked emulsion.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29228	Still Image	image/jpeg	Images	scook019	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/210	210	174.jp2	/scook/image/174.jp2
Miscellaneous - Entrance to Fort Sumter, Confederate Guards	Cook, George S.	1861-04	Box 7; Accession no. 9909.4	Charleston (S.C.); Forts--South Carolina--Charleston	5 prints; 13.4 x 10.2	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29362	Still Image	image/jpeg	Images	scook150	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/211	211	177.jp2	/scook/image/177.jp2
Charleston - Business - Kohn, Furchgott, and Benedict, Dry Goods, 259 King St. Negative #1	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 7	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.)	12.5 x 20; Inset entrance between shaded display windows. Left shade reads Kohn, Furchgott, & Benedict 259 Dry Goods. Right shade similar with Carpets instead of Dry Goods. Bowed windows above entrance. Ornate wood carvings. 1887 carved in pediment. Man standing at open third floor window on left. Street is brick. Only small portion of 257 King St., S. Thomas & Bro., Jewelers, is visible. Clock reflection in upstairs windows shows 5:40. Small alley with door separates #259 from #261. Part of proprietor's name is visible D.Vogt. The advertising sign in front of store reads Oswego Deep Rock Water [illeg.] Try It.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29215	Still Image	image/jpeg	Images	scook007	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/212	212	259.jp2	/scook/image/259.jp2
Charleston - Earthquake damage - Residence - Single house on South Battery next to William Gibbes House	Cook, George LaGrange	1880 - 1895	Box 3; Temporary num. 46	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs; Charleston Earthquake, S.C., 1890	2 contact sheets, 1 print; 20 x 12.5; Same as #45, but from a different angle so earthquake damage is not visible.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29254	Still Image	image/jpeg	Images	scook045	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/213	213	292.jp2	/scook/image/292.jp2
